n_total,k_folds,in_sample_r_squared,in_sample_rmse,cv_mean_r_squared,cv_sd_r_squared,cv_mean_rmse,cv_sd_rmse
2756,5,0.9196260923029169,0.952334344994438,0.9184403401502769,0.011825111825530607,0.9543480918731715,0.039880156620547745
